ITE00100554,18000101,TMAX,-75,,,E,
ITE00100554,18000101,TMIN,-148,,,E,
GM000010962,18000101,PRCP,0,,,E,
EZE00100082,18000101,TMAX,-86,,,E,
EZE00100082,18000101,TMIN,-135,,,E,
ITE00100554,18000102,TMAX,-60,,I,E,
ITE00100554,18000102,TMIN,-125,,,E,
GM000010962,18000102,PRCP,0,,,E,
EZE00100082,18000102,TMAX,-44,,,E,
EZE00100082,18000102,TMIN,-130,,,E,
ITE00100554,18000103,TMAX,-23,,,E,
ITE00100554,18000103,TMIN,-46,,I,E,
GM000010962,18000103,PRCP,4,,,E,
EZE00100082,18000103,TMAX,-10,,,E,
EZE00100082,18000103,TMIN,-73,,,E,
ITE00100554,18000104,TMAX,0,,,E,
ITE00100554,18000104,TMIN,-13,,,E,
GM000010962,18000104,PRCP,0,,,E,
EZE00100082,18000104,TMAX,-55,,,E,
EZE00100082,18000104,TMIN,-74,,,E,
ITE00100554,18000105,TMAX,10,,,E,
ITE00100554,18000105,TMIN,-6,,,E,
GM000010962,18000105,PRCP,0,,,E,
EZE00100082,18000105,TMAX,-40,,,E,
EZE00100082,18000105,TMIN,-58,,,E,
ITE00100554,18000106,TMAX,13,,,E,
ITE00100554,18000106,TMIN,13,,,E,
GM000010962,18000106,PRCP,0,,,E,
EZE00100082,18000106,TMAX,-39,,,E,
EZE00100082,18000106,TMIN,-57,,,E,
ITE00100554,18000107,TMAX,31,,,E,
ITE00100554,18000107,TMIN,10,,,E,
GM000010962,18000107,PRCP,0,,,E,
EZE00100082,18000107,TMAX,-30,,,E,
EZE00100082,18000107,TMIN,-50,,,E,
ITE00100554,18000108,TMAX,29,,,E,
ITE00100554,18000108,TMIN,14,,,E,
GM000010962,18000108,PRCP,0,,,E,
EZE00100082,18000108,TMAX,-1,,,E,
EZE00100082,18000108,TMIN,-31,,,E,
ITE00100554,18000109,TMAX,35,,,E,
ITE00100554,18000109,TMIN,23,,,E,
GM000010962,18000109,PRCP,0,,,E,
EZE00100082,18000109,TMAX,5,,,E,
EZE00100082,18000109,TMIN,-46,,,E,
ITE00100554,18000110,TMAX,46,,,E,
ITE00100554,18000110,TMIN,31,,,E,
GM000010962,18000110,PRCP,0,,,E,
EZE00100082,18000110,TMAX,-46,,,E,
EZE00100082,18000110,TMIN,-75,,,E,
ITE00100554,18000111,TMAX,66,,,E,
ITE00100554,18000111,TMIN,41,,,E,
GM000010962,18000111,PRCP,31,,,E,
EZE00100082,18000111,TMAX,1,,,E,
EZE00100082,18000111,TMIN,-62,,,E,
ITE00100554,18000112,TMAX,41,,,E,
ITE00100554,18000112,TMIN,29,,,E,
GM000010962,18000112,PRCP,0,,,E,
EZE00100082,18000112,TMAX,-33,,,E,
EZE00100082,18000112,TMIN,-60,,,E,
ITE00100554,18000113,TMAX,23,,,E,
ITE00100554,18000113,TMIN,13,,,E,
GM000010962,18000113,PRCP,3,,,E,
EZE00100082,18000113,TMAX,-20,,,E,
EZE00100082,18000113,TMIN,-60,,,E,
ITE00100554,18000114,TMAX,41,,,E,
ITE00100554,18000114,TMIN,23,,,E,
GM000010962,18000114,PRCP,0,,,E,
EZE00100082,18000114,TMAX,0,,,E,
EZE00100082,18000114,TMIN,-35,,,E,
ITE00100554,18000115,TMAX,54,,,E,
ITE00100554,18000115,TMIN,41,,,E,
GM000010962,18000115,PRCP,0,,,E,
EZE00100082,18000115,TMAX,10,,,E,
EZE00100082,18000115,TMIN,-23,,,E,
ITE00100554,18000116,TMAX,56,,,E,
ITE00100554,18000116,TMIN,41,,,E,
GM000010962,18000116,PRCP,0,,,E,
EZE00100082,18000116,TMAX,-11,,,E,
EZE00100082,18000116,TMIN,-37,,,E,
ITE00100554,18000117,TMAX,84,,,E,
ITE00100554,18000117,TMIN,48,,,E,
GM000010962,18000117,PRCP,0,,,E,
EZE00100082,18000117,TMAX,14,,,E,
EZE00100082,18000117,TMIN,-35,,,E,
ITE00100554,18000118,TMAX,59,,,E,
ITE00100554,18000118,TMIN,46,,,E,
GM000010962,18000118,PRCP,2,,,E,
EZE00100082,18000118,TMAX,47,,,E,
EZE00100082,18000118,TMIN,9,,,E,
ITE00100554,18000119,TMAX,59,,,E,
ITE00100554,18000119,TMIN,50,,,E,
GM000010962,18000119,PRCP,0,,,E,
EZE00100082,18000119,TMAX,66,,,E,
EZE00100082,18000119,TMIN,34,,,E,
ITE00100554,18000120,TMAX,60,,,E,
ITE00100554,18000120,TMIN,25,,,E,
GM000010962,18000120,PRCP,4,,,E,
EZE00100082,18000120,TMAX,58,,,E,
EZE00100082,18000120,TMIN,17,,,E,
ITE00100554,18000121,TMAX,80,,,E,
ITE00100554,18000121,TMIN,30,,,E,
GM000010962,18000121,PRCP,6,,,E,
EZE00100082,18000121,TMAX,31,,,E,
EZE00100082,18000121,TMIN,8,,,E,
ITE00100554,18000122,TMAX,81,,,E,
ITE00100554,18000122,TMIN,74,,,E,
GM000010962,18000122,PRCP,68,,,E,
EZE00100082,18000122,TMAX,8,,,E,
EZE00100082,18000122,TMIN,-16,,,E,
